code,year,type,subtype,fatalities,location,source,description
,1962.04,riot,race,1,Los Angeles,HC_1962_04_29.pdf,"Black Muslims vs police. 1 black killed, 6 wounded. 1 policeman wounded"
X,1962.08,rampage,insane,1,NYC,NYT,A woman social worker was killed yesterday and two others were critically injured by a former mental patient who went on a stabbing rampage through a Queens clinic.
,1962.10,riot,race,2,"Oxford, MS",Gilje,"October: The forced admission of James H. Meredith to the University of Mississippi triggered several days of rioting by white students and others. Two men were killed, one a newsman, and more than 60 injured, including 25 marshalls. Ultimately 13,500 Federal troops were used. The number of rioters was about 2,500 at its height. Some shots were fired."
,1963.00,assassination,political,1,TX,Kirkham et al. 1970,"Pres. John Kenedy shot, killed by Harvey Lee Oswald"
,1963.06,assassination,race,1,"Jackson, MS",EARR I:209,"KKK: Medgar Evers' assassination, on June 12, 1963, in Jackson, Mississippi, was another episode in the Klan's violent campaign against racial integration and civil rights for African-Americans."
,1963.06,riot,race,4,"Lexington, NC",Gilje,June: 500 white men marched on black section night of 5th in reaction to desegregation campaign. They were met by 100 blacks. Rocks and bottles thrown. Shots fired. One white man killed.
,1963.08,riot,race,1,"Jacksonville, FL",HC_1964_08.12.pdf,A Negro woman was killed at the height of a race riot last spring.
,1963.09,terrorism,race,4,"Birmingham, AL",EARR,"""Bombingham"": 4 girls are killed when KKK bombs 16th St. Baptist Church. Sept. 15"
,1964.05,rampage,,44,CA,Wiki,"Francisco Paula Gonzales, 27, shot both the pilot and co-pilot on Pacific Air Lines Flight 773 before turning the gun on himself, causing the plane to crash and killing all 44 aboard."
D,1964.06,lynching,race,3,"Meridian, MS",Wiki,The Mississippi Civil Rights Workers Murders involved the 1964 slayings of three political activists during the American Civil Rights Movement.
,1964.06,lynching,race,3,"Meridian, MS",Gilje,"June: Three Civil Rights workers, two white, one black, were apparently taken by Klansmen after being released from jail and murdered. 21 were later arrested, including the county sheriff."
,1964.07,riot,race,4,"Albany, NY",HC_1964_07.27.pdf,"1 white killed, 3 die when a police helicopter crashes. 350 injured"
,1964.07,lynching,race,1,"Colbert, GA",Wiki,"Lt. Col. Lemuel A. Penn (September 19, 1915 in Washington, D.C. - July 11, 1964 in Madison County, Georgia) was an African American United States Army Reserve officer who was killed by members of the Ku Klux Klan in 1964, nine days after the Civil Rights Act was passed."
D,1964.07,riot,race,1,"Harlem, NYC",HC_1964_07.17.pdf,Riots after a police lieutenant shot and killed a Negro youth.
,1964.07,riot,race,1,"Harlem, NYC",Gilje,"July: Four days of rioting. One black shot to death, five other shot and wounded, 81 civilians and 35 police injured; 112 stores and businesses damaged; 185 arrested. A killing of a 15 year old black by an off-duty police officer supposedly triggered the riot."
,1964.07,riot,race,4,"Rochester, NY",EARR II:567,"4 deaths, 350 injuries"
D,1964.07,riot,race,1,"Rochester, NY",Gilje,"July: After an arrest of a black youth rioting erupted. Looting and attacks on police. Molotov cocktails, stones, etc., were thrown. Report of some gunfire. Also report of some fighting between whites and blacks. One white man was killed, 35 persons injured, 22 of whom were police. At least 400 persons arrested."
,1964.11,riot,prison,3,"Menard State Penitentiary, IL",Leeke 1973,11/24 3 guards killed
,1964.12,assassination,race,1,"Ferriday, LA",Gilje,December: Shoe shop burned by several white men. They prevented the escape of a black man. He later died at a hospital.
,1965.02,riot,political,1,"Marion, AL",NYT_1965_03_04.pdf,Bloody Sunday (EARR): Jimmie Lee Jackson was fatally injured when Alabama state troppers broke up a civil rights night march Feb. 18 at Marion.
,1965.03,riot,,1,Selma,Gilje,March: Three white Unitarian ministers who had joined freedom marchers during voter registration drive were beaten by a group of whites on the street corner. One later died.
,1965.03,lynching,race,1,"Selma, AL",Wiki,"KKK: Viola Gregg Liuzzo (April 11, 1925 – March 25, 1965) was a civil rights activist from the U.S. state of Michigan and mother of five, who was murdered by Ku Klux Klan members after the 1965 Selma to Montgomery marches in Alabama. "
X,1965.07,rampage,family,3,"Pittsburgh, PA",NYT,"Leroy Scott 25-year-old man spurned by his teen-aged girlfriend, armed with a 22-rigle forced his way into girfriend house. Police were called. Police shot Leroy's girlfriend's father. Leroh killed a policeman. Later he was shot by the police (or committed suicide)"
D,1965.08,riot,race,36,Los Angeles,HC_1965_08.15.pdf,Watts riot
,1965.08,riot,race,34,Los Angeles,Gilje,"August: Watts riot. 34 killed, devastating black area. Estimated 7,000 to 10,000 blacks participated. Firearms and molotov cocktails used. Much looting and arson and rock throwing. A total of 3,952 people arrested. 1,032 people injured. 28 of the dead were black. 200 buildings destroyed. $40 million worth of property destroyed. National Guard called out (total of 12,364)"
,1965.11,riot,prison,3,"Menard, IL",HC_1965_11.24.pdf,"3 guards srtabbed to death, 5 wounded"
,1966.00,riot,race,2,Chicago,Gilje,"July: Blacks on the West Side rioted for three days. Riot began when police attempted to close fire hydrants. Temperature high 98 degrees. Two blacks killed, scores of police and civilians injured and 372 arrested. Six police wounded by bullets from snipers. Looting extensive. Molotov cocktails, bricks, rocks, etc., thrown. Six fire stations evacuated. ML King and others helped negotiate a settlement. National Guard called in."
,1966.00,riot,race,4,"Cleveland, OH",NYT_1966_07_19.pdf,Rioting broke out last night in the all-Negro Hough area of Cleveland. A woman was shot and killed and four policemen were injured by bricks and bottles.
,1966.00,riot,race,1,"Dayton, OH",EARR I:148,"1 death, 30 injuries"
,1966.01,rampage,work,4,"Upton, NY",NYT,
D,1966.03,riot,race,2,Los Angeles,HC_1966_03.16.pdf,600 Negroes Riot In Watts District
,1966.03,riot,race,2,Los Angeles,Gilje,"March: Watts - rioting in 12 square block area. Two dead, 20 injured, 49 persons arrested, 19 buildings damaged. Started at Jordan High school. Some tension between blacks and Mexican-Americans."
,1966.07,riot,race,10,Chicago,HC_1966_07.17.pdf,"2 blacks shot to death, 8 black girls massacred. 6 policemen wounded "
,1966.08,rampage,education,16,"Austin, TX",NYT,"Charles J. Whitman turned the University of Texas campus into a slaughtering ground for 16 persons, including himself."
,1966.08,riot,race,1,"Benton Harbor, MI",Gilje,"August: On four consecutive nights black youths, crowd size 50-400, threw stones and bottles at store windows, cars, and policemen. 13 blacks and three whites arrested. On August 31 one black died. He had been shot by two white men in a car the night before."
,1966.11,rampage,,5,"Mesa, AZ",NYT,"Robert B. Smith, high school senior, killed 5 people."
,1967.00,riot,race,1,Cincinnati,EARR I:107,"Blacks set fires, stoned businesses, fought with police. 1 person killed"
D,1967.05,riot,race,1,"Houston, TX",NYT_1967_06_03.pdf,"Texas Southern University riot. A policeman was killed in a riot May 16 and 17 on the campus of Texas Southern University, the predominantly Negro school."
D,1967.05,riot,race,1,"Houston, TX",HC_1967_06_03.pdf,"Texas Southern University riot. Police officer Louis R. Kuba killed, 2 others wounded"
,1967.05,riot,race,1,"Houston, TX",Gilje,"May: At predominately black Texas Southern University. During rally on the 16th a student hurled a watermelon at a police car. Four policemen arrest the student. As they drove off, bottles and rocks were thrown. When the car stopped, shots were fired from Lanier Hall. Two policemen were wounded. The police sealed off the campus. Students threw bottles of gasoline and erected a barricade. Police opened fire on Lanier Hall for forty minutes and then 100 officers rushed the place. One was killed. The police trashed the building. In Lanier Hall police found one one shotgun, a rifle, and a pistol."
D,1967.05,riot,race,1,"Jackson, MS",HC_1967_05_13,"Rioting at the Jackson State College: 1 man dead, 3 wounded. National Guard called."
,1967.05,riot,race,1,"Jackson, MS",Gilje,"May: Two nights of rioting at Jackson State. First night, 1500 participated after two black policemen stopped a speeder on campus. Second night, about 100 rioters built a bonfire on a main street in campus. They rushed the police twice. The police fired into the crowd, killing one, wounding two others. 1,200 to 1,400 Guardsmen called in to calm the situation."
,1967.06,riot,race,1,"Atlanta, GA",EARR,"1 man killed, 1 boy wounded by police shooting into a crowd"
,1967.06,rampage,,3,Iowa,NYT,"Hubert B. McClelland killed a woman, abducted her two daughters, then killed a man and his son"
D,1967.07,riot,race,43,Detroit,HC_1967_07_29.pdf,"39 people killed, thousands injuries and arrests. Federal paratroopers called."
,1967.07,riot,race,43,Detroit,Gilje,"July: 43 killed. 7202 arrested. Over 2000 injured. 5000 left homeless. 1442 separate fires started. Damage between $250 and $500 million. Guardsmen and US Army sent in. Looting, firebombs, sniping etc. Guadsmen used machineguns from tanks. Began with police raid on after-hours drinking establishment and alleged police brutality. A total of 13000 to 14000 police, National Guadsmen, and Army used to quell riot."
,1967.07,riot,race,23,"Newark, NJ",EARR II:447,"The Newark riots of 1967, July 12-17. 23 dead, 700 injured."
D,1967.07,riot,race,19,"Newark, NJ",HC_1967_07_15.pdf,18 blacks and  a white policeman killed
D,1967.07,riot,race,26,"Newark, NJ",Gilje,"July: 26 persons killed, 1500 injured, 1397 arrested. Over 300 fires. Property damage $15 to $30 million. Arrest of a black taxi driver triggered the disturbance. Rumored he was killed. Rocks, bottles, etc., thrown at police station. Rioting spread. Looting, fires, etc. There was sniping. As many as 3,000 Guardsmen sent in. Governor was refused Federal help.	"
,1967.07,riot,political,2,"Rogersville, TN",NYT,"A murderous affray took place yesterday at Rogersville between the Radicals and Conservatives. Gov. BROWNLOW'S advices are that when MAYNARD and ETHERIDGE reached the place two opposing processions were formed, and that while marching through town the Etheridge men fired upon the Radicals, killing one man and wounding two."
,1967.07,riot,race,1,"Wadesboro, NC",HC_1967_07_23.pdf,James W. Moore was shot in the arm and run down by the automobile.
,1967.08,assassination,political,1,"Arlington, VA",Wiki,"On August 25, 1967, Rockwell was killed by gunshots while leaving the Econowash laundromat at the Dominion Hills Shopping Center in the 6000 block of Wilson Boulevard in Arlington, Virginia.[14] Two bullets crashed through his 1958 Chevrolet’s windshield and it slowly rolled backwards to a stop. Rockwell staggered out of the front passenger side door of the car, pointed towards the shopping center roof, and then collapsed face up on the pavement. Rockwell was a major figure in the Neo-Nazi movement in post-war United States, and his beliefs and writings have continued to be influential among white nationalists and neo-Nazis."
,1967.08,riot,race,4,Milwaukee,HC_1967_08_08.pdf,"4 people killed and more than 100 injured as a result of sniping, rock throwing, looting, and firebombing"
,1967.10,rampage,work,7,"Loganton, PA",NYT,"Leo Held killed 5 co-workers and a relative, then was killed by police"
,1967.10,riot,"political, race",1,"Oakland, CA",EARR II:462,"A shootout between Black Panthers and the police, at least 1 policeman killed. Huey P. Newton involved."
X,1968.02,rampage,revenge,2,AL & GA,NYT,Benny Brown killed one youth and wounded four because they flirted with his girl-friend. Later he killed a man and critically wounded his son and fled with his girlfriend in the killed man's car. 
,1968.02,riot,race,3,"Orangeburg, SC",EARR II: 489,3 black students of SCSU killed in a confrontation with police.
,1968.03,rampage,,7,"Ironwood, MI",NYT,"A quiet, respected woodsman and part-time watchman went on an apparently motiveless shooting spree in a rural area near this copper mining community last night, killing seven of his neighbors and wounding two, the police said."
,1968.04,riot,race,6,Baltimore,HC_1968_04_10.pdf,"6 deaths, more than 700 injured"
,1968.04,riot,prison,1,"Breathedsville, MD",HC_1968_04_08.pdf,1 man dead and many injured in rioting by 300 inmates of the Maryland Correctional Inst.
,1968.04,riot,prison,5,"Central Prison, NC",Leeke 1973,04/18 5 inmates killed
,1968.04,riot,race,11,Chicago,HC_1968_04_06.pdf,Following M.L.King assassination 2 men were shot by snipers in Chicago West Side.
D,1968.04,riot,race,1,Detroit,NYT_1968_04_06a.pdf,"A state of emergency was declared in Detroit this afternoon because of scattered violence, and 3,000 National Guardsmen were ordered into the streets. One looter was killed in a scuffle with policemen."
,1968.04,riot,race,2,Detroit,HC_1968_04_10.pdf,"2 deaths, 12 injured"
,1968.04,riot,race,1,Kansas City,HC_1968_04_14.pdf,"6 persons died, 100 injured, 500 arrested"
,1968.04,assassination,political,1,"Memphis, TN",Wiki,"Assassination of American civil rights leader Dr. Martin Luther King, Jr.,"
,1968.04,riot,race,1,"Memphis, TN",HC_1968_04_10.pdf,"1 death, 30 injured"
D,1968.04,assassination,race,1,Minneapolis,NYT_1968_04_06.pdf,"A Negro vowed ""to kill the first white man he saw"" and then shot and killed a white neighbor on the street."
,1968.04,riot,race,1,Minneapolis,HC_1968_04_10.pdf,"1 death, 1 arrest, 430 fires"
,1968.04,assassination,race,1,"Oakland, CA",Wiki,"BPP. On April 7, 1968, Panther Bobby Hutton, who held the title Minister of Defense, was killed, and Cleaver was wounded in a shootout with the Oakland police. Each side called the event an ambush by the other. Two policemen were shot in the incident.[43]"
,1968.04,riot,race,1,San Francisco,HC_1968_04_10.pdf,1 death
,1968.04,riot,race,1,Talahassee,HC_1968_04_10.pdf,"1 death, 373 arrests"
,1968.04,riot,race,6,Washington,HC_1968_04_06.pdf,Following M.L.King assassination 3 persons were killed and 350 injured in the riots that spread through Negro sections of Washington.
,1968.06,assassination,political,1,"Los Angeles, CA",Wiki,"Assassination of Robert F. Kennedy, a United States Senator and brother of assassinated President John F. Kennedy, took place shortly after midnight on June 5, 1968 in Los Angeles, California."
,1968.07,riot,race,10,"Cleveland, OH",HC_1968_07_25.pdf,"10 persons were shot to death and 45 wounded in an alleged black power plot. Victims included 3 white policemen, 3 Negro snipers, and 4 Negro men"
,1968.07,rampage,,2,NYC,NYT,"Angel Angelof, a Bulgarian, killed Lilah Kistler a young professional dog walker, and wounded three, including two police. He was shot dead by the polics "
,1968.07,riot,race,4,South Bronx,NYT_1968_07_19.pdf,Four deaths in two shooting accidents in less than a week between black and Puerto Rican residents.
,1968.08,riot,prison,5,"Columbus, OH",NYT,"Aug. 21, 1968 - Ohio State Penitentiary, Columbus, Ohio. Five convicts were shot to death when 500 National Guardsmen and the police charged through a hole blasted in the prison wall to quell a riot by 350 prisoners, who were protesting ''sadistic guards,'' among other things."
,1968.08,riot,race,3,"Miami, FL",HC_1968_08_10.pdf,3 Negros shot to death and 18 wounded during the 2 days of riots
,1968.08,riot,prison,5,"Miami, FL",HC_1968_08_25.pdf,5 convicts were shot to death and 12 injured when 500 National Guardsmen and police blasted their way into the cellblock where nine guards were held hostage
,1968.09,riot,race,2,"Berea, KY",NYT_1968_09_03.pdf,Shooting broke out at a rally by the National States' Rights party. A white and and a Negro were killed
X,1969.00,?,,8,Los Angeles,NYT,Charles Manson
,1969.01,rampage,,5,"Westernville, NY",NYT,"A 37-year-old church elder, meticulous about his summer garden and proud of his volunteer work on the ski slopes, killed himself today after an inexplicable shooting spree in which he killed four of his relatives and neighbors."
,1969.03,riot,race,1,Detroit,HC_1969_03_31.pdf,"1 white policeman was killed, another wounded and 5 Negroes were injured during a weekend exchange of gunfire at a church near the scene of the 1967 riots"
,1969.05,riot,political,1,Berkeley,Gilje,"May: When university officials attempt to build a fence around open area seized as a ""People's Park"" disturbance broke out. 2,000-6,000 protestors marched on the park, but attacked by police before they got there. Crowd throws things at police, etc., sheriff's officers fire tear gas, bird shot and buck shot at crowds. 110 people shot, one person died of wounds. National Guard ordered in."
,1969.05,riot,political,4,"Ravenna, OH",HC_1970_10_17.pdf,Kent State Campus riot: police shot 4 students
,1969.05,riot,?,1,San Francisco,HC_1969_10_08.pdf,"People's Park Riot, 1 nonstudent killed"
,1969.06,riot,prison,1,Kansas State Penitentiary,Leeke 1973,06/18 1 inmate killed
,1969.08,rampage,,2,"Parkersburg, WV",NYT,"A former marine apparently used combat tactics early today in a shooting spree that left two persons dead and three others seriously injured, the police said."
,1969.09,riot,prison,2,Indiana Reformatory,Leeke 1973,09/26 2 inmates killed
,1969.10,riot,prison,1,"Pendleton, IN",HC_1969_10_27.pdf,Guards with riot guns killed one inmate and wounded about 20 others 
,1969.12,riot,race,2,"York, PA",NYT,"The riots, touched off by simmering violence between white and black youths, left Ms. Allen and a white patrolman, Henry C. Schaad, dead, more than 60 people injured and entire blocks burned."
,1970.03,terrorism,political,3,NYC,Wiki,"Greenwich Village townhouse explosion was the premature detonation of a bomb as it was being assembled by members of the American ""urban guerilla"" organization, Weatherman (later rechristened the Weather Underground), in the basement of a townhouse at 18 West 11th Street in New York City's Greenwich Village. The three persons nearest the bomb were killed, two others in the house were slightly injured, and the four story townhouse was reduced to rubble and caught fire.[1] Shortly before noon on Friday, March 6, 1970, people in the townhouse were assembling anti-personnel weapons armed with roofing nails and packed with dynamite. "
,1970.04,riot,political,1,Santa Barbara,Santa Barbara Independent,"Isla Vista Riot III. In April of 1970, the radical activist Jerry Rubin was prohibited to speak on campus, and protesters attacked the bank again. A police officer killed a student, Kevin Moran, who was trying to put the fire out, and KCSB was temporarily shut down against federal regulations."
,1970.05,riot,race,1,"Alexandria, VA",Gilje,May-June: White man fatally shooting a black youth leads to rioting. Scores of shops looted and one person killed.
D,1970.05,riot,race,6,"Augusta, GA",HC_1970_05_17.pdf,"6 Negroes dead, 100 persons injured. "
,1970.05,riot,race,8,"Augusta, GA",Gilje,May: Rioting erupts during black protest of murder at prison. Six black cooks killed on the 11th. Two other persons killed on the 12th. At least 60 injured. National Guard ordered in.
,1970.05,riot,race,2,"Jackson, MS",EARR II:489,"Jackson State U incident. National Guard fired into a crowd, killing 2 students."
,1970.05,riot,political,4,Kent State University,Gilje,"May: Demonstrations against the invasion of Cambodia leads to rioting. On the night of the 1st, fight in a town bar led to rioting as 400 students rampaged through town, breaking windows, etc. City arrested 14 and police pushed 1500 students back into campus. National Guard ordered in. Next time demonstrators set fire to ROTC building, attack a professor and assault firemen. Police restore order. National Guard occupies campus. Troops disperse crowd of 500 with tear gas and bayonets. Peace rally held on May 4. 2,000 attend, maybe 10,000 watch. Guardsmen fire tear gas into crowds and drive students away. Students throw rocks, etc., and taunt Guard. Soldiers marched away, turned and fired into crowds, killing four, wounding nine."
,1970.08,riot,race,1,"Ft Lauderdale, FL",NYT,"Ft Lauderdale police kill alleged robbery suspect W L Toomer, Negro, arrest 19 other persons on riot charges; State Hwy Patrol aids in riot control; 2 bldgs burned, some businesses looted; Pompano Beach Mayor Rozler orders probe of police dept and agrees to withdraw police from city's Negro sec; about 400 youths attack 2 plainsclothes policemen in Bayfront Pk; 3 arrested"
,1970.08,riot,"ethnic, political",1,Los Angeles,HC_1970_08_31.pdf,"1 death, 50 injured, 200 arrests. Riot followed  a Mexican-American antiwar rally"
,1971.02,riot,race,2,"Wilmington, NC",HC_1971_02_08.pdf,"Harvey Cumber, a white man, and Stevenson Gibbs Mitchell, 19, a Negro, were killed. 2 people were wounded by gunshots."
X,1971.03,riot,criminal,5,Cleveland,HC_1971_03_02.pdf,5 bikers were killed in a fight between Hells Angels and Breeds
,1971.03,riot,political,3,"San Juan, PR",HC_1971_03_13.pdf,2 police officers and an ROTC cadet shot and killed in the fighting between police riot squad forces and students for independence of Puerto Rico
,1971.09,riot,prison,43,"Attica, NY",NYT,The Attica prison riot claimed the lives of 32 inmates and 11 hostages.
D,1971.09,riot,prison,37,"Attica, NY",HC_1971_09_14.pdf,Prison revolt: 9 hostages and 28 inmates killed
,1971.09,riot,prison,11,"Baltimore City Jail, MD",Leeke 1973,09/15 11 inmates killed
,1971.10,riot,prison,1,"Dallas, TX",HC_1971_10_06.pdf,"1 prisoner dead, a jailer hospitalized with heart attack, 2 prisoners and 2 officers injured"
,1972.06,rampage,work,7,"Cherry Hills, NJ",NYT,"Edwin James Grace, 33, went on rampage at the offices of Key Personnel, Inc., in suburban Cherry Hills, N. J. He killed six people and attempted to commit suicide. Later dies."
,1972.06,rampage,race,1,"Elizabeth, NJ",NYT,Dominic Caruso killed one and wounded 5 black men in a shooting spree
,1972.11,riot,education,2,"Baton Rouge, LA",HC_1972_11_17.pdf,Southern University riot: 2 black students were killed 
,1973.01,rampage,political,7,New Orleans,NYT,"New Orleans Sniper. During a weeklong reign of terror,  Mark Essex launched a series of surprise attacks against the city's police department, its citizens, and its visitors."
,1973.04,rampage,,7,Los Angeles,NYT,6 Reported Killed In Shooting Spree By Gunman on Coast; Shootings Described Rape Suspect Captured
,1973.05,riot,political,2,New Jersey,Wiki,"BPP. In May 1973, Shakur was involved in a shootout on the New Jersey Turnpike, during which New Jersey State Trooper Werner Foerster and BLA member Zayd Malik Shakur were killed and Shakur and Trooper James Harper were wounded.[Assata Olugbala Shakur (born July 16, 1947[1] as JoAnne Deborah Byron, married name Chesimard[2]) is an African-American activist who was a member of the Black Panther Party (BPP) and Black Liberation Army (BLA). "
,1973.08,riot,prison,4,Oklahoma,NYT,Oklahoma State Penitentiary convict stabbed on Aug 1 by fellow prisoner was 4th inmate killed since rioting broke out over weekend
,1973.11,assassination,political,1,"Oakland, CA",Wiki,"Symbionese Liberation Army. On 06 November 1973, in Oakland, California, two members of the SLA killed school superintendent Dr Marcus Foster and badly wounded his deputy, Robert Blackburn, as the men left an Oakland school board meeting. The hollow-point bullets used to kill Dr Foster had been packed with cyanide.[5]"
,1974.01,riot,prison,2,"Atmore, AL",NYT,"prison riot leader George Dobbins, who was said to have been shot, was actually stabbed to death after riot was quelled. Riot occurred on Jan 18 at Holman State Prison, Atmore. Guard Luell Barrow was allegedly stabbed to death in disturbance."
,1974.01,rampage,race,4,"San Francisco, CA",NYT,Random shootings of 4 persons and wounding of another on Jan 28. Adding to anxiety of city are repts that killers were black and victims white.
,1974.02,terrorism,political,3,"BWIA, MD",Wiki,"Samuel Joseph Byck (January 30, 1930 – February 22, 1974) was a former tire salesman who attempted to hijack a plane flying out of Baltimore-Washington International Airport on February 22, 1974. He intended to crash into the White House in hopes of killing U.S. President Richard Nixon."
,1974.02,rampage,,4,"Sussex Co, NJ",NYT,"A 24-year-old Air Force veteran shot and killed his parents, an elderly woman neighbor and a 2-year-old boy and wounded the child's mother yesterday morning in a 90 minute shooting spree in Sussex County"
,1974.05,riot,political,6,"Los Angeles, CA",Wiki,"Siege of Symbionese Liberation Army: May 17, 1974 shootout with Los Angeles police"
,1974.07,rampage,,2,"Atlanta, GA",NYT,Mother of Dr. King Is Killed in Church; Atlanta Deacon Slain; Gunman Seized;
D,1974.09,riot,ethnic,2,"Newark, NJ",HC_1974_09_06.pdf,Rioting in Puerto Rican area. 2 Hispanics dead
,1974.09,riot,ethnic,2,"Newark, NJ",Gilje,"September: Rioting erupts for 4 days after police shoot and kill two Puerto Ricans after violence broke out at Branch Brook Park celebration. Rioting marked by looting and arson.	"
,1974.11,riot,prison,1,"Reidsville, GA",HC_1974_11_05.pdf,1 inmate was killed and 4 others received minor wounds
,1974.12,rampage,education,3,"Olean, NY",NYT,"Anthony Barbaro, 17-yr-old hs sr, arraigned on 2d degree murder charges on Dec 31 on day after shooting spree in which he killed 3 and wounded 9 others on grounds of Olean (NY) HS. "
,1975.01,rampage,work,1,"Cohoes, NY",NYT,"Martin Jubic, unemployed former postal employee shot three killed one"
,1975.07,riot,race,1,Detroit,Gilje,July: Riot for two nights after white proprietor shot 18 year old black. 63 people jailed. White motorist dragged from car and killed by blacks.
,1976.04,assassination,race,1,Boston,EARR I: 73,"Richard Poleet is brutally beaten by black youths, dies in the hosital."
,1976.06,riot,"ethnic, political",2,Chicago,HC_1977_06_06.pdf,"Gang warfare, demonstrators demanding Puerot Rican independence. 2 Puerto Ricans dead: a gang member shot another, then was shot by the police."
,1976.09,riot,race,1,NYC,Gilje,"September: Nine youths rampage through Washington Square Park with pipes, etc., attacking blacks and hispanis there. 13 injured, one fatally. Five later convicted of assault, three of manslaughter."
,1976.11,rampage,,2,"Mechanicville, NY",NYT,"Kenyon Pruyn, 33, the Marine Corp Veteran went on a 90-min shooting spree, killed two including a policeman"
,1977.02,rampage,work,6,"New Rochelle, NY",NYT,"Fred Cowan, an Army sharpshooter and a Nazi sympathizer, shot five people (inclduing a policeman) then killed himself. The shootings occurred at an office of a moving company where he worked."
,1977.04,rampage,,2,"Hamilton, NJ",NYT,"Robert S, Thomas, 34, went on a rampage with a shotgun and kicked open several doors in an apartment complex, shot four, two died"
,1977.06,riot,ethnic,1,"Humboldt Park, IL",Gilje,"June: Puerto Ricans Day celebration turns violent after reported FALN bombing. One man fires on police. Police return fire, killing the man. 49 people injured in subsequent rioting."
,1978.04,rampage,,1,"Elizabeth, NJ",NYT,"A dispute between tenants in a rooming house here erupted into a shooting spree today that left a 20-year-old woman dead and three other persons seriously wounded. Michael Mitchell, 26, then shot himslef is in critical condition."
,1978.06,rampage,work,5,"Warwick, RI",NYT,"Dan F. Chip, 48, a busboy at the Chinese restaurant, went into the restaurant with a rifle and opend fire on diners and co-workers."
,1978.07,insurrection,"race, political",1,Philadelphia,Wiki,"Philadelphia police officer James J. Ramp was killed in a shootout during the siege of the MOVE house. Seven other police officers, five firefighters, three MOVE members, and three bystanders were injured."
,1978.07,riot,prison,3,"Pontiac, IL",NYT,"The July 22, 1978, riot at the Pontiac Correctional Center, 90 miles southwest of Chicago, took the lives of Stanley Cole, William Thomas and Robert Conkle and caused an estimated $4 million in property damage. Two other guards were seriously injured."
D,1978.07,riot,prison,3,"Pontiac, IL",HC_1978_07_23.pdf,3 Guards Slain In Prison Riot
,1978.07,riot,prison,3,"Reidsville, GA",HC_1978_07_24.pdf,1 guard and 2 white prisoners killed
,1978.11,assassination,political,2,San Francisco,Wiki,"Daniel James ""Dan"" White (September 2, 1946 – October 21, 1985) was a former Democratic San Francisco supervisor who assassinated Mayor George Moscone and Supervisor Harvey Milk on November 27, 1978 at City Hall. "
,1979.05,riot,ethnic,2,"Red Lake, MN",Gilje,"May: Indian occupation of the Chippewa Reservation, law enforcement turns violent. Two persons killed, two stores, two homes, several government buildings and dozens of cars burned. Gunshots involved."
,1979.11,riot,race,5,"Greensboro, NC",Gilje,"November: Clash between Klansmen, Nazis, and Communists left five members of the Communist Worker's Party dead and nine others wounded."
,1980.01,riot,race,2,"Idabel, OK",Gilje,"January: After a black youth is killed near an all-white private club, rioting breaks out. $100,000 in property destroyed, two killed, and at least four injured.	"
,1980.02,riot,prison,33,New Mexico,NYT,"the riot that exploded last February at the New Mexico State Penitentiary. At the end of 36 hours, 33 inmates were dead and more than 100 seriously wounded. The attackers had been fellow inmates. "
,1980.02,riot,prison,33,"Santa Fe, NM",HC_1980_02_12.pdf,33 convicts killed
X,1980.05,riot,?,1,"Brunswick, Main",HC_1980_05_26.pdf,"Rock Concert riot: Harold Sargent, apparently a biker, was killed "
D,1980.05,riot,race,17,Miami,HC_1980_05_21.pdf,15 dead after three nights of racial violence
,1980.05,riot,race,14,"Miami, FL",Gilje,"May: Race riot. Broke out after all-white Tampa jury acquitted 4 Miami policemen charged with shooting a black. Early in the rioting, three whites killed. Stores vandalized and looted, some sniping. A total of 14 killed (11 blacks). The whites had been dragged from a car and breaten to death. 3600 Guardsmen called in. Newtons says 16 killed, 300 injured, nearly 1,000 arrested; $100 million in property damage."
,1980.06,rampage,revenge,4,"Dangerfield, TX",NYT,Alvin Lee King 3d shot 5 killed 4 in a church
,1980.07,rampage,,2,Greenwich Village,NYT,A man charged with killing two men and wounding six others in a shooting spree in Greenwich Village last November 
,1980.07,riot,race,18,Miami,NYT,The death toll from the rioting last month in Miami has risen to 18.
,1980.07,rampage,work,3,"Wantagh, LI",NYT,"Robert Kabolowsky, 20, upset over the loss of his job, apparently tried to commit suicide and then ran amok in two stolen cars today, crashing one and then the other as he careered through a county park. Two children and a man were killed, and at least 20 people were injured. He was in critical condition."
,1980.11,rampage,work,5,"Reno, NV",NYT,"Priscilla Ford, 51, plowed her car through sidewalk crowds in the heart of Reno's casino district today, killing five tourists and injuring 27 other persons, three of them critically,"
,1981.03,lynching,race,1,"Mobile, AL",EARR I:357,"Michael Donald (July 24, 1962 – March 20, 1981), a black man, was picked at random as the victim of a lynching by two Ku Klux Klan members in Mobile, Alabama in 1981."
,1981.04,assassination,political,1,NYC,Wiki,"BPP. Abdul Majid, also known as Anthony LaBorde, was a member of the Black Panther Party and the Black Liberation Army. Majid was convicted of the murder of New York City police officer John Scarangella, and the attempted murder of Scarangella's partner, Officer Richard Rainey. Officer Scarangella was murdered on 16 April, 1981, after he and his partner pulled over a van carrying Majid and Bashir Hameed. Majid and his co-defendant were both convicted, and Majid was sentenced to 25 years to life in prison."
